brand,iccidPREFIX,iccid,firstbundle,topupdate,resellerid,offmgrid,autorenewal_status,amt, Residual 
LMPLUS,NULL,000139655548,2016-01-26,2016-02-25,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000138022443,2016-01-18,2016-02-17,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142689336,2016-01-24,2016-02-17,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,45, $1.80 
LMPLUS,NULL,000144717929,2016-02-25,2016-02-25,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792129,2016-01-11,2016-02-09,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142688403,2016-01-31,2016-02-25,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000139658765,2016-01-23,2016-02-25,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676197,2016-01-14,2016-02-17,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000108175932,2016-01-09,2016-02-07,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139033779,2016-01-04,2016-02-07,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676676,2016-01-20,2016-02-17,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000131697043,2016-01-07,2016-02-07,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139034520,2015-12-30,2016-01-29,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139034637,2016-01-04,2016-02-03,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000141318838,2016-02-07,2016-02-07,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000139674937,2016-01-02,2016-02-08,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000139658104,2016-01-15,2016-02-09,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000144717093,2016-02-22,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792350,2016-01-07,2016-02-09,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139677849,2016-01-23,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139033035,2016-01-10,2016-02-07,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,39, $1.56 
LMPLUS,NULL,000139674911,2016-01-11,2016-02-09,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139660332,2016-01-11,2016-02-08,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000131699502,2015-10-06,2016-02-07,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,39, $1.56 
LMPLUS,NULL,000142688338,2016-01-25,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000122330562,2016-01-09,2016-02-07,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,39, $1.56 
LMPLUS,NULL,000142686605,2016-02-05,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000142689369,2016-01-24,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000139658443,2016-01-24,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139660480,2016-01-11,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139654046,2015-12-30,2016-01-27,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000108175528,2015-12-31,2016-01-29,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142688353,2016-01-25,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,55, $2.20 
LMPLUS,NULL,000138022633,2015-12-31,2016-01-29,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,39, $1.56 
LMPLUS,NULL,000139654780,2015-12-30,2016-01-29,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676247,2016-01-11,2016-02-07,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000115255487,2015-12-31,2016-01-29,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139655811,2015-12-28,2016-01-28,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139656512,2016-01-29,2016-01-29,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000115255636,2016-01-23,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000141318606,2016-02-03,2016-02-03,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000139660746,2016-01-12,2016-01-29,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139674895,2015-12-28,2016-01-28,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676072,2016-01-11,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142688940,2016-01-27,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139655761,2015-12-29,2016-01-28,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,39, $1.56 
LMPLUS,NULL,000142689344,2016-01-24,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000139654236,2015-12-30,2016-01-29,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792863,2016-01-12,2016-02-08,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139031443,2015-12-29,2016-01-28,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139033795,2015-12-30,2016-01-28,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139658385,2016-01-25,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142685490,2016-01-25,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000139658393,2016-01-25,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142689203,2016-01-27,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,45, $1.80 
LMPLUS,NULL,000142688411,2016-01-25,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000142688254,2016-01-22,2016-02-03,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000142688361,2016-01-25,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142688429,2016-01-25,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,45, $1.80 
LMPLUS,NULL,000142687975,2016-01-21,2016-02-18,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000139658856,2016-01-25,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142689591,2016-01-31,2016-01-31,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000142689609,2016-01-31,2016-01-31,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000139676304,2016-01-02,2016-01-31,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142689245,2016-01-27,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000142688395,2016-01-25,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000139655415,2016-01-01,2016-01-30,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000142689427,2016-01-22,2016-02-18,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000138022583,2016-01-19,2016-02-18,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142687983,2016-01-22,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000139658914,2016-01-21,2016-02-21,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000144717069,2016-02-22,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142689377,2016-01-24,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000139677013,2016-01-07,2016-02-06,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676692,2016-01-19,2016-02-18,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142688312,2016-01-23,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000142689211,2016-01-27,2016-02-18,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,45, $1.80 
LMPLUS,NULL,000139674705,2016-01-05,2016-02-04,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139658609,2016-01-22,2016-02-21,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676346,2016-01-15,2016-02-18,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000137793838,2016-01-03,2016-01-30,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000142689419,2016-01-22,2016-02-21,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,55, $2.20 
LMPLUS,NULL,000137793846,2016-01-03,2016-01-30,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000139033837,2016-01-01,2016-01-27,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142688692,2016-01-22,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000144717333,2016-02-22,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139660548,2016-01-18,2016-02-16,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142688387,2016-01-25,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,55, $2.20 
LMPLUS,NULL,000139674812,2015-12-29,2016-01-30,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000131695864,2016-02-15,2016-02-15,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000139655480,2015-12-30,2016-01-30,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,39, $1.56 
LMPLUS,NULL,000139661959,2016-01-25,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142689278,2016-01-26,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000144717796,2016-02-22,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139658138,2016-01-23,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676601,2016-02-08,2016-02-08,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142689351,2016-01-24,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000108175056,2016-01-25,2016-02-24,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139656942,2016-02-23,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139659284,2016-01-22,2016-02-21,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000121103846,2016-01-23,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000142687991,2016-02-01,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,45, $1.80 
LMPLUS,NULL,000108176591,2016-01-23,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139658526,2016-01-23,2016-02-21,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142689286,2016-01-26,2016-02-22,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000115254480,2016-01-26,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142689401,2016-01-22,2016-02-21,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,45, $1.80 
LMPLUS,NULL,000131696045,2016-02-23,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000108176500,2016-01-24,2016-02-23,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000122330901,2016-02-04,2016-02-04,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792889,2016-01-04,2016-02-04,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139658195,2016-01-22,2016-02-21,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000115255875,2016-01-20,2016-02-21,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792160,2016-01-13,2016-02-12,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676056,2016-01-07,2016-02-04,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139674796,2016-01-15,2016-02-14,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000139034090,2016-01-09,2016-02-13,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792079,2016-01-13,2016-02-11,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792244,2016-01-12,2016-02-11,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792186,2016-01-13,2016-02-11,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676163,2016-01-08,2016-02-06,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792848,2016-01-13,2016-02-11,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676130,2016-01-18,2016-02-15,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139674861,2016-01-12,2016-02-15,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,45, $1.80 
LMPLUS,NULL,000139674986,2015-12-28,2016-01-26,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792681,2016-01-12,2016-02-11,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000144717697,2016-02-14,2016-02-14,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676239,2016-01-03,2016-02-02,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139654921,2016-01-02,2016-02-02,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000137792566,2016-01-15,2016-02-14,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114721653,2016-01-17,2016-02-15,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,55, $2.20 
LMPLUS,NULL,000108175411,2016-01-19,2016-02-15,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139034488,2016-01-04,2016-02-01,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676437,2016-01-16,2016-02-15,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792152,2016-01-12,2016-02-11,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000131695591,2016-01-13,2016-02-11,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000138022476,2016-01-16,2016-02-15,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792640,2016-01-14,2016-02-13,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139660514,2016-01-12,2016-02-11,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139655704,2016-01-04,2016-02-01,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792632,2016-01-13,2016-02-10,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792061,2016-01-12,2016-02-11,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676148,2016-01-02,2016-02-01,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792699,2016-01-13,2016-02-11,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792996,2016-01-12,2016-02-11,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792749,2016-01-11,2016-02-10,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792137,2016-01-06,2016-02-10,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142686662,2016-02-04,2016-02-05,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000137792426,2016-01-12,2016-02-10,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139656009,2016-01-05,2016-02-05,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,39, $1.56 
LMPLUS,NULL,000131698728,2016-02-06,2016-02-06,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000144717689,2016-02-13,2016-02-13,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000142688676,2016-01-22,2016-02-10,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000139034157,2016-01-08,2016-02-05,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792251,2016-01-13,2016-02-10,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000139676486,2016-01-06,2016-02-05,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000137792301,2016-01-12,2016-02-10,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000115267060,2016-01-20,2016-02-12,LMPUS-SIM-WS-P-CA-AHPREPA,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
